competitor,product,source_platform,review_id,date,rating,title,body,reviewer_name,is_verified,is_recommended,helpful_count,reviewer_attributes
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,5600fa4268289499,2020-02-06T00:00:00,,Recommended!!,"I was using this product to treat what I believe to be the early stages of hair loss. While using it I didn't really notice any difference, my hair seemed to be alright however, once I stopped, my hair began falling out a bit again. This product seems to work for me as a preventative to hair loss, this isn't scientific but I recommend it.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,8,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,eae8e2e14d690bfe,2020-02-04T00:00:00,,AMAZING!,Used this product for two weeks and I have seen the difference already. Not greasy and not heavy on your scalp.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,98,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0815906653e2201d,2020-01-29T00:00:00,,,I’ve only been using about a week and I had to come write a review...obviously it’s too soon to see anything hair growth or density but I’ve noticed a HUGE difference in the amount of hair that falls out throughout the day (zero) and the tiny amount that comes out during showers which is very minimal. I used to her handfuls in the shower. Also running my hands through my hair throughout the day I would notice hair all over my desk. It’s amazing!,Reykat,False,True,35,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ccffeb3b0d90b4d2,2020-01-28T00:00:00,,Wouldn’t Recommended,I had high hopes that this product would work as described however after trying this product every second night for a week I was left with a burning scalp -- yet I used the recommended 4-5 drops. I usually do not have any issues with my scalp being sensitive but this product was not for me.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,19,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6ae88e84ea6ab85d,2020-01-27T00:00:00,,I was skeptical... but!,"I bought this despite the bad reviews because I was really hoping this would help me. But after a few weeks of use, I can say the reviews were right. This makes my scalp look greasy immediately, you also have to apply it daily as it doesn’t last. I thought I could use it as a treatment but it says on the bottle that you need to wear it throughout the day.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,4,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,79e1c190e6c8670d,2020-01-27T00:00:00,,,"Not going to lie, I bought this out of desperation not thinking it would work. To preface, I have thick, coarse, wavy hair that I always tie in a bun for work. That being said, I’ve been noticing where my part meets my forehead is starting to thin due to years of hair tugging from my bun. I apply this at night and in the morning my hair isn’t greasy (but it is super thick hair, so that might help. Thinner, less coarse hair may notice some grease). After a couple weeks I am noticing that my little “balding” spot looks much less noticeable! For this price, it’s fantastic!",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,25,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,430ef7dad7914622,2020-01-23T00:00:00,,,"I'm not really sure if it's growing my hair back but I actually bought it to rehydrate my scalp after shampooing as I've been having very dry, flakey scalp during winter. it says to apply it on dry hair but I prefer towel dried, damp hair to help massage it into my scalp. so far it's helping a bit if I am able to spread it evenly.",https://sephora.i.lithium.com/t5/image/serverpage/image-id/643806iB04AD4E61A3E10F7/image-dimensions/172x172?v=1.0,False,True,28,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,bc12048f33ca484a,2020-01-23T00:00:00,,,"Been using for two weeks. While I can’t say it’s doing anything for growth or density, my scalp is in great shape. Dry, flakey patches on my temples are gone. I’ve tried various products over the years, which often were smelly or made my hair greasy. This is neither. My scalp is just...normal. If you have a patchy scalp I recommend.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,15,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e4baaf69cda35041,2020-01-19T00:00:00,,,"I’m not sure if this is actually keeping me from losing more hair, BUT I will say it’s helping it grow back. I had/have a lot of thinning at the temples and I’m noticing a lot more hair there than before. I’m still losing hair which is a bummer, but I think this helps. I’m at the end of my first bottle and just re-ordered it.",momjeansss,False,False,34,"{""eye_color"": ""Green"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,17376368abe65389,2020-01-19T00:00:00,,Great Product!,"It has been 2 weeks, I apply it everyday night. Doesn’t see much difference yet, but hair fall has decreased little bit. The good thing about it is I can wear it every night and since it’s non greasy I don’t have to wash hair every day. I haven’t used straightener yet on my hair since I started using this product, because my hair are less frizzy and I have naturally straight hair so It’s a plus. I’m hoping for something really good in few months. I will update the results here.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,21,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,07612e5a44198977,2020-01-18T00:00:00,,Too early to notice hair growth but will repurchas,"After only 2 weeks of use, I would say my hair seems to be much healthier and fuller already. I use a few drops on different sections of my scalp at night and massage it in. When I wake up in the morning my hair is silkier and fuller. I have fine hair and this product actually makes my hair look denser and lifted. I believe healthy hair starts with a healthy scalp and I hope with continued use my hair will become thicker over time. Definitely recommend this stuff!!!",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,31,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,5c0626ed0a4f23e3,2020-01-17T00:00:00,,broken :(,Too early to notice any hair growth because its been a week only. i used to have full head of curly hair until my mid twenties but after that i started losing hair crazy and now i have bald areas that scare me to death. i bought multi peptide serum i am not expecting any hair growth as most reviews say. however i know i am going to repurchase because the illusion it creates is incredible. it adds volume at the roots and make hair LOOK fuller. Attaching two comparison photos. you can see how my hair looks flat in first photo where as in second photo it looks a bit more thicker. ( second photo os taken after two applications of the serum) i hope it helps someone in need!,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,73,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0ec8b4174ba100fb,2020-01-14T00:00:00,,"Beauties, stay tuned...",The dropper was broken on mine so unfortunately can’t effectively use the product.,SteelerD,False,True,7,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,964165aa1f728b8a,2020-01-11T00:00:00,,,"I bought 3 of these. One for y nonexistent brows, one for my hair, and a back up. I haven't used it in my hair yet. I need to be able to try it and then have time to wash it out if it makes my hair look greasy, so stay tune. I will let you know: 1) if it works 2) If it makes my hair greasy. I have been using it on my nonexistent brows for a week. I will let you know if they grow and how long it takes to notice. So, my beauties, stay tuned.....",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,24,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c0acbc64f68d8c79,2020-01-10T00:00:00,,Yup.,"Actually works (give it a few months), and doesn't make my hair greasy like other hair serums I've tried.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,14,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,8861baebc6f36972,2020-01-10T00:00:00,,Happy I bought,Im so thankful for this product. I thought it wasn’t going to work but I have noticed my edges are growing back. My hair looks so much fuller now I’m just happy I actually found something that works for me for once !,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,10,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,13b975a4555eccc9,2020-01-07T00:00:00,,Lives up to the claims!,"Love. The product only claims to help hair density, as opposed to growth, but I totally notice new baby hairs around my hairline which is where I use the treatment. I use in conjunction with alterna caviar root treatment. It does exactly what it claims and I was very pleased it did not leave my hair oily or greasy, nor did I have to wash my hair sooner than without the treatment. I came here to repurchase and thought I’d leave a review. I tend to opt for brands like tatcha, skii, amorepacific etc... but I’ve recently incorporated a handful of The Ordinary products in my complicated skincare routine and I am HIGHLY impressed with the brand. It does everything it claims to do. Good quality. I’ve been able to swap out pricier items in my routine with The Ordinary products. I trust the brands integrity of product. Would recommend.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,26,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,abb0e62a53056403,2020-01-03T00:00:00,,no difference...,Haven’t used it consistently enough to notice fullness but definitely has made my hair grow longer faster I used to plateau around my collar bone but now my hair is halfway down my back. Also noticed a huge improvement in my nail growth and strength as I rub it into my scalp and then whatever is left I rub into my nails/cuticles.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,19,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,065a7e49781cd1cd,2019-12-30T00:00:00,,amazing! really works! looks at the pics!,I have been using this product for a few months now and have not noticed any significant changes in the direction I am hoping for. I have thin hair that seems to have gotten less dense over the past few years. My scalp shows through much of the time unless my hair is freshly washed and blow dried. I still have high hopes for this product but unfortunately I have not yet seen any results.,https://sephora.i.lithium.com/t5/image/serverpage/image-id/498942i9AAAE3E614B24D72/image-dimensions/172x172?v=1.0,False,True,14,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,389cdf13419801e9,2019-12-29T00:00:00,,,100% yessssss I’ve gone through 2 bottles already! I can see the difference! (I didn’t see much until I finished it first one) but now I do! My hair is fuller at the top! Here are the photos before and after! 100% recommend !,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,65,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,63a6315a0fa6f5a9,2019-12-28T00:00:00,,My hairdresser even noticed regrowth,"Run don’t walk! Noticeable results in 3 months. Less shedding. My hairdresser even noticed all the new baby hairs coming in (unsolicited). Be patient and be consistent and it will help. Also, so we’ll priced as per usual for The Ordinary.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,4,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,cbabca289b85640c,2019-12-27T00:00:00,,Love,"Love this. My hair takes forever to grow and I was hesitant to use it at first, worried that it would be too oily. I finally pulled the plug and massaged this into my scalp for 4 straight nights. Mind you, I only wash my hair every 7-10days and i use a scalp brush in the shower to promote blood circulation to the scalp. My hair grew an inch. I kick myself for not taking a before pic of my hair. I would absolutely recommend it and will continue to purchase for myself and family&friends",LillyxCane,False,False,9,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Medium Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c2fa1cceffb10b20,2019-12-25T00:00:00,,Works Magic!,"This product actually works. I have been a few drops regularly, and I have noticed my roots are starting to grow in thicker. I have been losing hair for years now and this is god sent. Be patient as this product does take 4-6 weeks to start noticing a difference. Would definitely buy again!",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,6,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,d9ca88adc5c5f325,2019-12-21T00:00:00,,try this on eyebrows! it for real works!,"I’ve been using consistently as directed for about four months. I have perimenopausal hair thinning along my part, especially at the front of my head. This serum hasn’t done anything for me - no change. I can’t recommend.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,40,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,f7e93b00def7d660,2019-12-19T00:00:00,,,"I have horribly thin hair and originally bought this for that reason. I’ve been using it on my hair when I remember for a month, and I can see some improvement. But I had the idea of putting it on my eyebrows (also extremely this and light), and WOW!!! A few days in, my eyebrows felt thicker and seemed to have a normal amount of hair. I’m at the point now where I only fill in my brows when I do full make up (I used to fill them in anytime I left my house).",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,13,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e58eb5f35caf3323,2019-12-14T00:00:00,,,"When I was using this, my usual hair fall reduced by 80%. I’m going to repurchase",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,7,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c7bf5aa620311a7f,2019-12-13T00:00:00,,Patience pays off!,"Couldn’t be happier. Let me start off by saying this will only help with hormonal hair loss. You have to be consistent and patient, but this absolutely works. I would honestly say give it 8 weeks to work. You don’t need to use a lot, and use it before you go to bed but it’s totally fixed my hairline that got all messed up from hormones that went out of whack!",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,17,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,19ddafb8759f1ebd,2019-12-11T00:00:00,,not bad,I haven’t used this product long enough but so far it makes my hair thick when I put it on. Even my husband likes it. He has a very dry scalp and this actually helps him.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,2,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9dc10691fd9c1441,2019-12-10T00:00:00,,REALLY GREAT FOR HAIR,This is an amazing product and so different than how you think it will leave your hair. Does make it fuller and thicker.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,13,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,8565fe3137bd4148,2019-12-09T00:00:00,,"Good serum, no the peptides don’t cause migraines","I made it a point to come here and review, and I never do this, even for products I consistently repurchase. My hair has never been this long. I got a cut in September, and I can’t go a day without people commenting on the length and volume in my hair. It sheds so much less, I see new sprouts, and it’s just so long and full—down to my low back! And the longest I’ve ever had it is maybe hitting my bra strap. Can’t guarantee it will help everyone, but it definitely is worth a try at that price. In addition to this, I use a detoxifying shampoo once a week, and shampoo maybe 3-4x a week. I don’t leave this on very long, and I do it before I shower because it doesn’t look clean if I do it on my clean hair. Haven’t tried it on wet clean hair yet, but I already see results and I still have 1/3 of the bottle left.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,1,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,31944e9d41831241,2019-12-02T00:00:00,,,"I’ve been using this serum for about a month now and I’ve just started to notice my baby hairs growing a little longer. My hair definitely feels denser, too. The serum is quite watery so it doesn’t grease up the hair too much. Dropper works well. As far as other people claiming the peptides are causing their migraines; there’s pretty much no chance it’s the peptides because the ones in this serum are from a different class than the peptides that MAY cause migraines. It’s most likely the caffeine, if anything, that could be triggering your migraines, although that’s still unlikely (not impossible) unless you’re microneedling your scalp before applying. Otherwise, the absorption will stay mainly in the skin/follicles.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,15,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,bdd658a4d315b571,2019-11-29T00:00:00,,,"Only been using for about two months , but noticing my hairline is more defined , my hair doesn’t get greasy as fast now and I did notice my nails growing faster maybe because I massage it in with my hands . Overall good price and will continue to use for what it’s doing !",vdiaz44,False,True,6,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,99e19f271af1ad32,2019-11-26T00:00:00,,Does Nothing,"Used two bottles and saw nothing, nada, zip. No change in scalp or hair thickness. May as well have just put water on my scalp. Really wanted it to work, hence why I bought a second bottle.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,24,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,eea86f97ed07abfd,2019-11-17T00:00:00,,headaches galore,I haven't used this product enough to see if it actually works but it is giving me a ridiculous headache which I saw another reviewer had a problem with also. I never get headaches and this is bothering me a ton,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,29,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,59fb618075ba2e5c,2019-11-16T00:00:00,,Don't waste your money,"Haven't noticed any difference in my hair density, makes me break out on my forehead near my hairline, and dries weirdly on my scalp in a way that looks like dandruff when it flakes off.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,29,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,bbcc86352379e8bc,2019-11-13T00:00:00,,Works for Me,My hair is fine and beginning to thin at the temple. I've used this serum for about 6 months and it does appear to add volume and stopped any further thinning. It feels clean and leaves no residue.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,12,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e7373f2d47c1a4d4,2019-11-12T00:00:00,,Helped to reduce hair fall!!!,"I bought this to see if this would help with my thinning hair. I'm 44 yrs old and have been experiencing more hair fall in the past 5 years. I've been using this product for about a month (4-5 days a week) and, I have to say, my hair does look fuller and shinier. Also, most notably, is I have about a third less hair fallout than before. I lose a lot of hair when I shower and I would have to pick up so much hair from the strainer in my bathtub drain. But now, I barely have anything to retrieve. I would give this product more stars if I could! It definitely works for me!",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,21,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,fde4426c0b61194c,2019-11-12T00:00:00,,,"I’m on my second bottle and boy has this stuff truly helped to create a clean and nutritious environment for hair to thrive. I have thinning hair at my crown due to hormones and nothing you can buy without a doctor is gonna fix that, BUT this has undoubtedly thickened the appearance and FEEL(!) of my hair. I’m honestly frightened to think what my scalp would look like without it. Once again The Ordinary is offering very effective products at reasonable prices and this is one. Whether you just wanna thicken up your hair, improve your scalps health, or encourage new growth this is something that needs to be in your routine.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,18,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,f90b88b50d9bb7bf,2019-11-12T00:00:00,,So far so good!,"While I've only used this for a little over 2 weeks, I'm already impressed by the amount of life and volume its brought back to my hair. It looks like I have the start of some regrowth in the thinning section of my hair as well! I use about a half to a dropper full every night and I haven't had a problem yet! I give it 4 stars just because the dropper method for application is a bit of pain with a fluid so watery.",https://sephora.i.lithium.com/t5/image/serverpage/image-id/777181i32DA84CAEBA0FEAD/image-dimensions/172x172?v=1.0,False,True,3,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6f8f562cbea8baab,2019-11-12T00:00:00,,It really works!,"I have toons of growing baby hair. Using this over a month I’m obsessed! And not only me, my husband and one friend that has bald patches their hair is growing and re growing! I will keep using. I’m 42, my husband 44. So yeiiiiii for us",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,3,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2767cc5e2648b5b8,2019-11-12T00:00:00,,makes your hair look thicker,"I have long medium/fine 3a curly dark hair. This made my hair look a lot fuller and healthier. I use it on my scalp before using my other products. My blowout looks fuller and bouncier. I don’t know if this is going to make my hair grow in fuller, I use castor oil masks for that- but my hair strands look a lot thicker and I love it! Highly recommend for thin hair.",https://sephora.i.lithium.com/t5/image/serverpage/image-id/472687i993756F98EFBE282/image-dimensions/172x172?v=1.0,False,True,11,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,fa2c1b124bcf8e6a,2019-11-10T00:00:00,,Made things worse,"I have no idea why this has such glowing reviews. I wish it worked for me but it didn't. I used it pretty regularly for 3 weeks and I actually lost more hair after introducing this product to my hair care routine. I don't know why, and I don't understand how it worked for everyone else, my scalp is now wider than when I started. Also, be careful if you are sensitive to caffeine. I was having increased heart rate at night and I couldn't figure out why until I watched a youtube review on it and learned that caffeine is pretty high on the ingredient list. If you drink coffee and you're used to it then it shouldn't be a problem for you, but if you're sensitive to caffeine then it's a small side effect that may or may not happen to you.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,15,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,3f156da2eb733a52,2019-11-10T00:00:00,,"finally, something that works!!!",I have been using this over a month now and I'm not much of a big 'observer' but every time I brush my fingers through my hair it feels a lot thicker and has more volume that it ever did before! I've also been having so much hair growth too which is magnificent! My hair has been generally healthier than ever!!,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,6,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c37587ff6de9a4b9,2019-11-08T00:00:00,,,"I see hair growth on my forehead! But don’t use it on your lashes, it irritates the eyes. Very recommended for ppl who wants to grow hair.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,0,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6394f589a8f5732b,2019-11-08T00:00:00,,Keep looking,"I really had some, not high but just some hopes for it but i didnt notice ANY difference at all. Plus the bottle is so small that you go through it too fast. I would look for another product.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,2,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c0b1f3f1e11bae2b,2019-11-07T00:00:00,,WowOhWow!,great product. i can see the result immediately after a few times using it (4-5 times in 2 weeks). i did not realize until i touched my hair to tie it up. i have tried many other products but none of them helped. highly recommend !!!,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,2,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,a1d98d9c74b11cc3,2019-11-07T00:00:00,,worth the wait,"I have no complaints regarding this product. My hair is loc’d, considered 4C (coily) and long down to the middle of back. Like many, I have thinner edges which I hate. I purposefully used this product on my edges and in the middle of hair to encourage growth and thickness and yes, it worked. I purchased on 10/14 and did not use that same day, however, today is 11/7 and I can significantly change. My edges and hair atop my head is thicker and growing. This product works so fast; I only hope there are no adverse effects.",mimi490,False,True,26,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e2354618f2547450,2019-11-06T00:00:00,,Great for limiting hair loss from scalp irritation,"Huge difference for me, I’m loving it!!! I’ve being using for 3 months now and my fall reduced and I’m starting to grow hair again.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,36,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,005a893e012749ba,2019-11-05T00:00:00,,,Great hair serum! What you need to remember is this will take a month or two of constant use to notice results. Right away after stating using my hair didn’t get oily as fast ( typically wash my hair every 5 days) and softness improves. 3 months in my hair does feel denser and I have new hair growth,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,0,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b1911d82458b9247,2019-11-05T00:00:00,,,So far so good. After moving to a dry climate my scalp was getting dry and causing my hair to shed more than normal. I have been using this every other night and I am finding that I have less shedding. Still early days to comment on thickness and regrowth.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,2,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,7f4901990f471c11,2019-10-30T00:00:00,,Love this serum!,I don't know if I am growing hairs as it is too soon to tell but I am noticing that my hair does appear to have more volume. My stubborn double crown is now mostly covered! My hair feels softer and looks shinier at the roots. The serum feels light and a little oily upon application but dries and leaves no greasy residue. My scalp feels healthy and the serum really does keep flakes at bay. Best of all the price is inexpensive so I will keep using it to see how my hair grows.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,20,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6996c6c0b6c9b8e3,2019-10-23T00:00:00,,Loved after first use,"I never write reviews but I loved this so much after the first use I decided I would write one. I was skeptical that this would not make my hair look greasy even though many reviews said this, just because my hair tends to get oily very fast. I used this for the first time last night, applying it right after the shower and let my hair air dry. At first, I felt some residue on my scalp while my hair was still damp, but as much hair continued to dry I no longer felt any residue which means the product sunk in very fast. After my hair was fully dry my scalp was not oily at all and my hair felt great. When I let my hair dry it tends to get very frizzy, but my hair is silky and smooth and my natural waves look great. I also felt that my roots had a little more volume than usual. Although I don't know if this product works for its exact purpose yet I love how it makes my hair feel and look, so if it helps make my hair grow thicker and longer this would be an added bonus.",ynk14,False,True,4,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
